title,price,detail
LG전자 울트라기어 17U70P-FA76K,"1,994,050원","['화면크기 : 17인치(43~44cm)', '무게 : 1.95kg', '종류 : 코어i7 11세대', '운영체제 : 윈도우10 홈', 'CPU : 코어i7-1165G7', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 타이거레이크', 'CPU속도 : 2.8GHz', '터보부스트 : 4.7GHz', '램 : 8GB', '메모리 타입 : DDR4', 'NVIDIA GPU : 지포스 GTX1650 Ti', '그래픽 메모리 : 4GB', '해상도 : 2560x1600(WQXGA)', '패널 : IPS패널(광시야각)', '화면비율 : 16대10', '특징 : 게이밍(게임용)', 'bit유형 : 64', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 지원', '유선랜 : 유선랜있음', '영상출력 : HDMI', '썬더볼트4', '단자 : USB3.1', '카드 슬롯 : MicroSD카드', '부가기능 : 키보드라이트', '웹캠', 'USB-PD', 'SSD : 256GB', 'SSD 인터페이스 : NVMe', '배터리 타입 : 리튬이온', '배터리용량 : 80Wh', '웹카메라 : 전면', '스피커 : 스테레오스피커', '사운드 : DTS: X Ultra', '품목 : 노트북', '두께 : 1.99cm', '조명 : LED백라이트', '색상 : 다크실버', '입력장치 : 숫자키패드']"
LG전자 그램15 15Z90N-HR56K,"1,590,000원","['화면크기 : 15인치(37~39cm)', '무게 : 1.13kg', '종류 : 코어i5 10세대', '운영체제 : 윈도우10 홈', 'CPU : 코어i5-1035G7', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 아이스레이크', 'CPU속도 : 1.2GHz', '터보부스트 : 3.7GHz', '램 : 8GB', '메모리 타입 : DDR4', '인텔 GPU : Iris Plus', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', '화면비율 : 16대9', '베젤 : 슬림베젤', '특징 : 가벼운노트북', '터치 : 터치화면', 'bit유형 : 64', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 지원', '유선랜 : 유선랜(1Gbps)', '영상출력 : HDMI', '썬더볼트3', '단자 : USB Type C', 'USB3.1', '부가기능 : 키보드라이트', '웹캠', '고속충전', 'Reader모드', 'MIL-STD', 'USB-PD', 'SSD : 256GB', 'SSD 인터페이스 : NVMe', '배터리 타입 : 리튬이온', '배터리용량 : 80Wh', '저전력 : O', '웹카메라 : 전면', '무상AS : 1년', '품목 : 노트북', '두께 : 1.68cm', '색상 : 화이트', '입력장치 : 숫자키패드', '보안기능 : 지문인식']"
ASUS G712LU-EV001,"1,732,990원","['화면크기 : 17인치(43~44cm)', '무게 : 2.83kg', '종류 : 코어i7 10세대', '운영체제 : 미포함(FreeDos)', 'CPU : 코어i7-10750H', '칩셋 제조사 : 인텔', '코어종류 : 헥사코어', '코드명 : 코멧레이크', 'CPU속도 : 2.6GHz', '터보부스트 : 5.0GHz', '램 : 8GB', '메모리 타입 : DDR4', 'NVIDIA GPU : 지포스 GTX1660 Ti', '인텔 GPU : 인텔HD', '그래픽 메모리 : 6GB', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', '주사율 : 144Hz', '화면비율 : 16대9', '베젤 : 슬림베젤', '밝기 : 슈퍼브라이트(300nit)', '특징 : 게이밍(게임용)', '그래픽작업용', '패널코팅 : 안티글레어', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 지원', '유선랜 : 유선랜(1Gbps)', '영상출력 : HDMI(2.0)', '단자 : USB Type C', 'USB3.0', 'USB3.1', '방향키 : ㅗ형', '부가기능 : 웹캠', '키보드라이트(RGB)', 'SSD : 512GB', 'SSD 인터페이스 : M.2', '배터리용량 : 66Wh', '배터리cell수 : 4cell', '충전단자 : DC', '웹카메라 : 전면', '품목 : 노트북', '두께 : 2.65cm', '입력장치 : 독립형키보드', '숫자키패드']"
HP 파빌리온 x360 14-dh1149TU,"858,800원","['화면크기 : 14인치(35~36cm)', '무게 : 1.59kg', '종류 : 코어i5 10세대', '운영체제 : 윈도우10 홈', 'CPU : 코어i5-10210U', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 코멧레이크', 'CPU속도 : 1.6GHz', '터보부스트 : 4.2GHz', '램 : 8GB', '메모리 타입 : DDR4', '인텔 GPU : 인텔HD', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', '화면비율 : 16대9', '베젤 : 슬림베젤', '특징 : 학습,사무용', '터치 : 터치화면', 'bit유형 : 64', '무선랜 : 무선랜 802.11 ac(Wi-Fi5)', '블루투스 : 블루투스5.0', '영상출력 : HDMI', '단자 : USB Type C', 'USB3.1', '부가기능 : 키보드라이트', 'SSD : 256GB', 'SSD 인터페이스 : NVMe', '배터리용량 : 41Wh', '배터리cell수 : 3cell', '웹카메라 : 전면', '품목 : 노트북', '두께 : 1.97cm', '조명 : LED백라이트', '보안기능 : 지문인식']"
예약판매 램총16G업 RTX30신모델 MSI 게이밍노트북 GP66 레오파드 10UE i7/RTX3060,"1,649,000원",[]
IGNIQ 바이북 프로 14X 2세대 리프레시,"677,910원","['화면크기 : 14인치(35~36cm)', '무게 : 1.52kg', '종류 : 코어i5 10세대', '운영체제 : 미포함(FreeDos)', 'CPU : 코어i5-10210U', '메모리 타입 : DDR4', 'NVIDIA GPU : 지포스MX250', '인텔 GPU : UHD Graphics 620', '해상도 : 3840x2160(UHD)', '디스플레이 특징 : 컨설팅 모드', '밝기 : 슈퍼브라이트(400nit)', '무선랜 : 무선랜 802.11 ac(Wi-Fi5)', '블루투스 : 블루투스5.0', '단자 : USB Type C', 'USB3.0', '부가기능 : 키보드라이트', '웹캠', '180˚화면펼침', '360˚회전화면', 'USB-PD', 'SSD 인터페이스 : M.2', '사용시간 : 최대9시간', '보안기능 : 지문인식']"
HP 15-EH0124AU,"899,000원","['화면크기 : 15인치(37~39cm)', '무게 : 1.718kg', '종류 : 라이젠7-1세대', '운영체제 : 미포함(FreeDos)', 'CPU : 라이젠7-4700U', '칩셋 제조사 : AMD', '코어종류 : 옥타코어', '코드명 : 르누아르', '램 : 16GB', '메모리 타입 : DDR4', 'AMD GPU : 라데온 Graphics', '그래픽 메모리 : 시스템 메모리 공유', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', 'NTSC : 45%', '밝기 : 250nit', '패널코팅 : 안티글레어', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.0', '유선랜 : 유선랜있음', '영상출력 : DisplayPort', 'HDMI(2.0)', '단자 : USB Type C', 'USB', '부가기능 : 키보드라이트', '웹캠', 'SSD : 512GB', 'SSD 인터페이스 : NVMePCIe', '배터리용량 : 41Wh', '배터리cell수 : 3cell', '웹카메라 : 전면', '스피커 : 뱅앤올룹슨스피커', '무상AS : 1년', '품목 : 노트북', '두께 : 1.79cm']"
LG전자 울트라PC 15UD490-GX56K,"859,000원","['화면크기 : 16인치(40~42cm)', '무게 : 1.89kgkg', '종류 : 라이젠5-1세대', '운영체제 : 미포함(FreeDos)', '칩셋 제조사 : AMD', '코어종류 : 쿼드코어', 'CPU속도 : 2.0GHz', '터보부스트 : 3.6GHz', '터보코어 : 3.6GHz', '램 : 8GB', '메모리 타입 : DDR4', 'AMD GPU : 라데온 Vega 8', '그래픽 메모리 : 시스템 메모리 공유', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', '화면비율 : 16대9', '특징 : 울트라북', '블루투스 : 지원', '유선랜 : 유선랜(1Gbps)', '영상출력 : HDMI', '부가기능 : 웹캠', 'SSD : 256GB', 'SSD 인터페이스 : M.2', '배터리 타입 : 리튬이온', '사운드 : DTS Headphone X', '품목 : 노트북', '두께 : 2.09cmcm', '색상 : 화이트', '입력장치 : 독립형키보드']"
HP 엘리트북 850 G8-3D3W6PA,"1,067,010원","['화면크기 : 15인치(37~39cm)', '무게 : 1.69kg', '종류 : 코어i5 11세대', '운영체제 : 미포함(FreeDos)', 'CPU : 코어i5-1135G7', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 타이거레이크', '터보부스트 : 4.2GHz', '램 : 8GB', '메모리 타입 : DDR4', '인텔 GPU : Iris Xe Graphics', '그래픽 메모리 : 시스템 메모리 공유', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', 'sRGB : 100%', '밝기 : 슈퍼브라이트(400nit)', '패널코팅 : 안티글레어', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.0', '영상출력 : 썬더볼트', 'HDMI(2.0)', '단자 : USB Type C', 'USB3.0', 'USB3.1', '부가기능 : 키보드라이트', '웹캠', '고속충전', 'MIL-STD', '방수키보드', 'SSD : 512GB', 'SSD 인터페이스 : PCle', '배터리 타입 : 리튬폴리머', '배터리용량 : 53Wh', '배터리cell수 : 3cell', '웹카메라 : 전면', '무상AS : 1년', '품목 : 노트북', '두께 : 1.92cm', '보안기능 : 지문인식', '얼굴인식']"
레노버 싱크북 20V3A004KR,"1,399,000원","['화면크기 : 15인치(37~39cm)', '무게 : 1.9kg', '종류 : 코어i7 10세대', '운영체제 : 미포함(FreeDos)', 'CPU : 코어i7-10750H', '칩셋 제조사 : 인텔', '코어종류 : 헥사코어', '코드명 : 코멧레이크', '터보부스트 : 5.0GHz', '램 : 16GB', '메모리 타입 : DDR4', 'NVIDIA GPU : 지포스 GTX1650 Ti Max-Q', '그래픽 메모리 : 4GB', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', '화면비율 : 16대9', '베젤 : 슬림베젤', 'sRGB : 100%', '화면펼침 : 180˚', '밝기 : 슈퍼브라이트(300nit)', '특징 : 게이밍(게임용)', '패널코팅 : 안티글레어', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.1', '유선랜 : 유선랜', '영상출력 : HDMI(2.0)', '단자 : USB Type C', 'USB3.0', '카드 슬롯 : SD카드', '부가기능 : 키보드라이트', '웹캠', '고속충전', 'SSD : 512GB', 'SSD 인터페이스 : M.2', '배터리용량 : 57Wh', '사용시간 : 최대7시간', '웹카메라 : 전면', '스피커 : 하만스피커', '무상AS : 1년', '품목 : 노트북', '두께 : 1.99cmcm', '보안기능 : 지문인식']"
HP 파빌리온 14-dv0075TU,"849,000원","['화면크기 : 14인치(35~36cm)', '무게 : 1.41kg', '종류 : 코어i5 11세대', '운영체제 : 윈도우10 홈', 'CPU : 코어i5-1135G7', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 타이거레이크', 'CPU속도 : 4.2GHz', '램 : 8GB', '메모리 타입 : DDR4', '인텔 GPU : Iris Xe Graphics', '그래픽 메모리 : 시스템 메모리 공유', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', 'NTSC : 45%', '밝기 : 250nit', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.0', '영상출력 : HDMI(2.0)', '단자 : USB Type C', 'USB3.0', 'USB3.1', '카드 슬롯 : MicroSD카드', '부가기능 : 키보드라이트', '웹캠', 'SSD : 256GB', 'SSD 인터페이스 : PCle', '배터리 타입 : 리튬폴리머', '배터리용량 : 43Wh', '배터리cell수 : 3cell', '사용시간 : 최대9시간', '웹카메라 : 전면', '스피커 : 뱅앤올룹슨스피커', '무상AS : 1년', '품목 : 노트북', '두께 : 1.7cm']"
삼성전자 노트북PEN NT930QAA-K28A,"1,498,990원",[]
HP 프로북 450 G8 2Z9A3PA,"1,190,000원","['화면크기 : 15인치(37~39cm)', '무게 : 1.74kg', '종류 : 코어i5 11세대', '운영체제 : 윈도우10 프로', 'CPU : 코어i5-1135G7', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 타이거레이크', 'CPU속도 : 2.4GHz', '터보부스트 : 4.2GHz', '램 : 8GB', '메모리 타입 : DDR4', 'NVIDIA GPU : 지포스 MX450', '인텔 GPU : Iris Xe Graphics', '그래픽 메모리 : 2GB', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', '화면비율 : 16대9', '베젤 : 슬림베젤', '화면펼침 : 180˚', '밝기 : 250nit', '특징 : 학습,사무용', '패널코팅 : 안티글레어', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.0', '영상출력 : HDMI', '단자 : USB Type C', 'USB3.0', '카드 슬롯 : MicroSD카드', 'SD카드', '방향키 : ㅡ형', '부가기능 : 키보드라이트', '웹캠', '고속충전', '안면인식', 'MIL-STD', 'USB-PD', 'SSD : 256GB', 'SSD 인터페이스 : NVMe', '배터리 타입 : 리튬이온', '배터리용량 : 45Wh', '배터리cell수 : 3cell', '충전단자 : DC', '웹카메라 : 전면', '품목 : 노트북', '두께 : 1.99cm', '입력장치 : 독립형키보드', '숫자키패드', '보안기능 : 지문인식', '얼굴인식', 'TPM']"
삼성전자 노트북5 NT500R5W-LD3A,"721,100원","['화면크기 : 15인치(37~39cm)', '무게 : 1.86kg', '종류 : 코어i3 7세대', '운영체제 : 리눅스', 'CPU : 코어i3-7100U', '칩셋 제조사 : 인텔', '코어종류 : 듀얼코어', '코드명 : 카비레이크(7세대)', 'CPU속도 : 2.4GHz', '램 : 8GB', '메모리 타입 : DDR4', '인텔 GPU : GMA HD 620', '그래픽 메모리 : 시스템 메모리 공유', '해상도 : 1920x1080(FHD)', '화면비율 : 16대9', '디스플레이 특징 : 컨설팅 모드', '화면펼침 : 180˚', '특징 : 울트라북', '무선랜 : 무선랜 802.11 ac(Wi-Fi5)', '블루투스 : 블루투스 4.1', '유선랜 : 유선랜(1Gbps)', '영상출력 : HDMI', '단자 : USB3.0', 'USB2.0', '부가기능 : 웹캠', '180˚화면펼침', 'SSD : 256GB', 'HDD 용량 : 2TB', 'ODD : 광Drive없음', '배터리용량 : 43Wh', '저전력 : O', '품목 : 노트북', '두께 : 2.08cm', '조명 : LED백라이트', '부피 : 1934cc', '색상 : 화이트', '입력장치 : 숫자키패드']"
LG전자 그램17 17Z990-VA50K,"1,649,000원","['화면크기 : 17인치(43~44cm)', '무게 : 1.34kg', '운영체제 : 윈도우10 홈', 'CPU : 코어i5-8265U', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 위스키레이크(8세대)', 'CPU속도 : 1.6GHz', '터보부스트 : 3.9GHz', '램 : 8GB', '메모리 타입 : DDR4', '인텔 GPU : UHD620', '그래픽 메모리 : 시스템 메모리 공유', '해상도 : 2560x1600(WQXGA)', '패널 : IPS패널(광시야각)', '화면비율 : 16대10', 'bit유형 : 64', '블루투스 : 지원', '유선랜 : 유선랜(1Gbps)', '영상출력 : HDMI', '썬더볼트3', '부가기능 : 키보드라이트', '웹캠', '이지충전', '퀵충전', 'SSD : 256GB', 'SSD 인터페이스 : M.2', 'ODD : 광Drive없음', '배터리 타입 : 리튬이온', '사운드 : DTS Headphone X', '품목 : 노트북', '두께 : 1.74cm', '조명 : LED백라이트', '색상 : 화이트', '입력장치 : 숫자키패드', '보안기능 : 지문인식']"
MSI GP76 Leopard 10UG WIN10,"2,243,000원","['화면크기 : 17인치(43~44cm)', '무게 : 2.9', '운영체제 : 윈도우10 홈', 'CPU : 코어i7-10870H', '칩셋 제조사 : 인텔', '코어종류 : 옥타코어', '코드명 : 코멧레이크', 'CPU속도 : 2.2GHz', '램 : 8GB', '메모리 타입 : DDR4', 'NVIDIA GPU : RTX3070', '그래픽 메모리 : 8GB', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', '주사율 : 144Hz', '베젤 : 인피니티(초슬림)베젤', '밝기 : 슈퍼브라이트(300nit)', '특징 : 게이밍(게임용)', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.1', '영상출력 : HDMI', '단자 : USB Type C', 'USB3.0', 'USB3.1', '부가기능 : 웹캠', '키보드라이트(RGB)', 'SSD : 512GB', 'SSD 인터페이스 : NVMe', '배터리용량 : 65Wh', '배터리cell수 : 4cell', '웹카메라 : 전면', '사운드 : Nahimic오디오', '품목 : 노트북', '두께 : 2.6']"
LG전자 그램15 15ZD995-VX70K,"1,567,910원","['화면크기 : 15인치(37~39cm)', '무게 : 1.099kg', '종류 : 코어i7 10세대', '운영체제 : 미포함(FreeDos)', 'CPU : 코어i7-10510U', '칩셋 제조사 : 인텔', '코드명 : 코멧레이크', 'CPU속도 : 1.8GHz', '터보부스트 : 4.9GHz', '램 : 8GB', '메모리 타입 : DDR4', '인텔 GPU : 인텔UHD', '그래픽 메모리 : 시스템 메모리 공유', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', '특징 : 가벼운노트북', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 지원', '유선랜 : 유선랜(1Gbps)', '영상출력 : HDMI', '썬더볼트3', '단자 : USB Type C', 'USB3.1', '부가기능 : 키보드라이트', '웹캠', 'SSD : 256GB', 'SSD 인터페이스 : M.2', 'Optane : 16GB', '배터리 타입 : 리튬이온', '배터리용량 : 72Wh', '품목 : 노트북', '두께 : 1.68cm', '디자인 : Single-Shell Body', '색상 : 스노우화이트', '보안기능 : 지문인식']"
삼성전자 오디세이 NT800G5S-XD5A,"1,366,630원","['화면크기 : 15인치(37~39cm)', '무게 : 2.62kg', '종류 : 코어i5 7세대', '운영체제 : 리눅스', 'CPU : 코어i5-7300HQ(카비레이크)', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 카비레이크(7세대)', 'CPU속도 : 2.5GHz', '터보부스트 : 3.5GHz', '램 : 8GB', '메모리 타입 : DDR4', 'NVIDIA GPU : 지포스 GTX 1060', '그래픽 메모리 : 6GB', '해상도 : 1920x1080(FHD)', '패널 : 광시야각', '화면비율 : 16대9', '특징 : 게이밍(게임용)', '무선랜 : 무선랜 802.11 ac(Wi-Fi5)', '블루투스 : 블루투스 4.1', '유선랜 : 유선랜(1Gbps)', '영상출력 : HDMI', '단자 : USB3.0', 'USB2.0', '부가기능 : 키보드라이트', '웹캠', 'SSD : 256GB', 'HDD 용량 : 1TB', 'ODD : 광Drive없음', '품목 : 노트북', '두께 : 3.09cm', '조명 : LED백라이트', '부피 : 3037cc', '색상 : 블랙', '입력장치 : 숫자키패드']"
HP 15s-fq1003TU,"509,730원","['화면크기 : 15인치(37~39cm)', '무게 : 1.74kg', '종류 : 코어i3 10세대', '운영체제 : 미포함(FreeDos)', 'CPU : 코어i3-1005G1', '칩셋 제조사 : 인텔', '코어종류 : 듀얼코어', '코드명 : 아이스레이크', 'CPU속도 : 1.2GHz', '터보부스트 : 3.4GHz', '램 : 4GB', '메모리 타입 : DDR4', '인텔 GPU : 인텔HD', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', '화면비율 : 16대9', '베젤 : 슬림베젤', '특징 : 학습,사무용', '무선랜 : 무선랜 802.11 ac(Wi-Fi5)', '블루투스 : 블루투스 4.2', '영상출력 : HDMI', '단자 : USB Type C', 'USB3.1', 'SSD : 128GB', 'SSD 인터페이스 : M.2', '사용시간 : 최대13시간', '웹카메라 : 전면', '품목 : 노트북', '두께 : 1.99cm', '조명 : LED백라이트', '입력장치 : 독립형키보드']"
한성컴퓨터 BossMonster X7067TW,"1,429,000원","['화면크기 : 17인치(43~44cm)', '무게 : 2.4kg', '운영체제 : 윈도우10 홈', 'CPU : 코어i7-10875H', '칩셋 제조사 : 인텔', '코어종류 : 옥타코어', 'CPU속도 : 2.3GHz', '터보부스트 : 5.1GHz', '램 : 8GB', '메모리 타입 : DDR4', 'NVIDIA GPU : 지포스 GTX1660 Ti', '인텔 GPU : 인텔UHD', '그래픽 메모리 : 6GB', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', '주사율 : 144Hz', '화면비율 : 16대9', '블루투스 : 블루투스5.1', '영상출력 : miniDisplayPort', 'HDMI(2.0)', '단자 : USB Type C', 'USB3.0', 'USB2.0', '부가기능 : 웹캠', '키보드라이트(RGB)', 'SSD : 250GB', 'SSD 인터페이스 : M.2', '배터리용량 : 48.96Wh', '품목 : 노트북', '두께 : 3cm']"
Apple 맥북 프로 13형 2020년형 256G 스페이스 그레이 (MXK32KH/A),"1,708,950원","['화면크기 : 13인치(32~35cm)', '무게 : 1.4kg', '종류 : 코어i5 8세대', '운영체제 : MAC OS', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', 'CPU속도 : 1.4GHz', '터보부스트 : 3.9GHz', '램 : 8GB', '메모리 타입 : LPDDR3', '인텔 GPU : Iris Plus 645', '그래픽 메모리 : 시스템 메모리 공유', '해상도 : 2560x1600(WQXGA)', '패널 : IPS패널(광시야각)', '화면비율 : 16대10', '밝기 : 슈퍼브라이트(500nit)', 'bit유형 : 64', '무선랜 : 무선랜 802.11 ac(Wi-Fi5)', '블루투스 : 블루투스5.0', '영상출력 : 썬더볼트3(2개)', 'DisplayPort', '단자 : USB3.1', '부가기능 : 키보드라이트', '웹캠', '키보드라이트(LED)', '페이스타임', '아이메시지', '애플앱스토어', '에어드롭', 'SSD : 256GB', 'HDD 용량 : 미포함', 'ODD : 광Drive없음', '배터리용량 : 58Wh', '사용시간 : 최대10시간', '무상AS : 1년', '품목 : 노트북', '두께 : 1.56cm', '조명 : LED백라이트', '색상 : 스페이스그레이', '입력장치 : 독립형키보드', '보안기능 : 지문인식']"
HP ENVY 15-ep0094TX,"1,899,000원","['화면크기 : 15인치(37~39cm)', '무게 : 2.14kg', '종류 : 코어i7 10세대', '운영체제 : 윈도우10 홈', 'CPU : 코어i7-10750H', '칩셋 제조사 : 인텔', '코어종류 : 헥사코어', '코드명 : 코멧레이크', 'CPU속도 : 2.6GHz', '램 : 16GB', 'NVIDIA GPU : 지포스GTX1660Ti Max-Q', '그래픽 메모리 : 6GB', '해상도 : 1920x1080(FHD)', '밝기 : 슈퍼브라이트(400nit)', 'bit유형 : 64', '패널코팅 : 안티글레어', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.0', '영상출력 : 썬더볼트3(2개)', '단자 : USB Type C', 'USB3.0', '카드 슬롯 : MicroSD카드', '부가기능 : 키보드라이트', '웹캠', 'SSD : 512GB', 'SSD 인터페이스 : PCle', '웹카메라 : 전면', '스피커 : 뱅앤올룹슨스피커', '품목 : 노트북', '두께 : 1.84cm']"
LG전자 그램14 14Z90P-G.AA50K,"1,633,460원","['화면크기 : 14인치(35~36cm)', '무게 : 0.999kg', '종류 : 코어i5 11세대', '운영체제 : 윈도우10 홈', 'CPU : 코어i5-1135G7', '칩셋 제조사 : 인텔', '코어종류 : 쿼드코어', '코드명 : 타이거레이크', 'CPU속도 : 2.4GHz', '터보부스트 : 4.2GHz', '램 : 8GB', '메모리 타입 : DDR4', '인텔 GPU : Iris Xe Graphics', '그래픽 메모리 : 시스템 메모리 공유', '해상도 : 1920x1200(WUXGA)', '패널 : IPS패널(광시야각)', '화면비율 : 16대10', '베젤 : 슬림베젤', '특징 : 가벼운노트북', 'bit유형 : 64', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 지원', '유선랜 : 유선랜(1Gbps)', '영상출력 : HDMI', '썬더볼트4', '단자 : USB Type C', 'USB3.1', '카드 슬롯 : UFS', '부가기능 : 키보드라이트', '웹캠', 'MIL-STD', 'USB-PD', 'SSD : 256GB', 'SSD 인터페이스 : M.2', '배터리 타입 : 리튬이온', '배터리용량 : 72Wh', '웹카메라 : 전면', '사운드 : DTS: X Ultra', '품목 : 노트북', '두께 : 1.68cm', '보안기능 : 지문인식']"
HP ZBook Studio G7-2X043AV,"5,799,000원","['화면크기 : 15인치(37~39cm)', '무게 : 1.79kg', '종류 : 코어i9 10세대', '운영체제 : 윈도우10 프로', 'CPU : 코어i9-10885H', '칩셋 제조사 : 인텔', '코어종류 : 옥타코어', '코드명 : 코멧레이크', 'CPU속도 : 2.4GHz', '터보부스트 : 5.3GHz', '램 : 32GB', '메모리 타입 : DDR4', 'NVIDIA GPU : 쿼드로 RTX5000', '그래픽 메모리 : 16GB', '해상도 : 1920x1080(FHD)', '패널 : IPS패널(광시야각)', 'NTSC : 72%', '밝기 : 슈퍼브라이트(400nit)', '특징 : 그래픽작업용', 'bit유형 : 64', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.0', '영상출력 : 썬더볼트3', 'miniDisplayPort', 'HDMI(2.0)', '단자 : USB3.1', '카드 슬롯 : SD카드', '방향키 : ㅡ형', '부가기능 : 키보드라이트', '웹캠', '고속충전', '안면인식', 'MIL-STD', '방수키보드', 'SSD : 1TB', 'SSD 인터페이스 : PCle', '배터리 타입 : 리튬폴리머', '배터리용량 : 83Wh', '배터리cell수 : 6cell', '사용시간 : 최대18시간', '웹카메라 : 전면', '스피커 : 뱅앤올룹슨스피커', '무상AS : 3년', '품목 : 노트북', '두께 : 1.79cm', '입력장치 : 독립형키보드', '보안기능 : 지문인식', 'TPM', '웹캠 OFF']"
삼성전자 노트북9 METAL NT900X5L-K79S,"1,768,990원","['화면크기 : 15인치(37~39cm)', '무게 : 1.29kg', '종류 : 코어i7 6세대', '운영체제 : 윈도우10 홈', 'CPU : 코어i7-6500U', '칩셋 제조사 : 인텔', '코어종류 : 듀얼코어', '코드명 : 스카이레이크(6세대)', 'CPU속도 : 2.5GHz', '터보부스트 : 3.1GHz', '램 : 8GB', '메모리 타입 : LPDDR3', '인텔 GPU : GMA HD 520', '그래픽 메모리 : 시스템 메모리 공유', '해상도 : 1920x1080(FHD)', '화면비율 : 16대9', '디스플레이 특징 : LCD 회전', '베젤 : 슬림베젤', '화면펼침 : 180˚', '밝기 : 슈퍼브라이트(350nit)', '특징 : 울트라북', '무선랜 : 무선랜 802.11 ac(Wi-Fi5)', '블루투스 : 블루투스 4.1', '유선랜 : 유선랜(1Gbps)', '영상출력 : HDMI', '단자 : USB Type C', 'USB3.0', '부가기능 : 웹캠', '802.11n', '180˚화면펼침', '멀티 카드 리더기', '사이드싱크', '퀵충전', 'SSD : 256GB', 'ODD : 광Drive없음', '사용시간 : 최대12시간', '저전력 : O', '품목 : 노트북', '두께 : 1.45cm', '조명 : LED백라이트', '부피 : 1192cc', '색상 : 실버', '입력장치 : 독립형키보드']"
HP 250 G8 364B1PC,"691,650원","['화면크기 : 15인치(37~39cm)', '종류 : 코어i3 11세대', '운영체제 : 윈도우10 프로', 'CPU : 코어i3-1115G4', '코어종류 : 듀얼코어', 'CPU속도 : 3.0GHz', '터보부스트 : 4.1GHz', '램 : 8GB', '메모리 타입 : DDR4', '화면비율 : 16대9', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.0', 'SSD : 256GB', 'SSD 인터페이스 : M.2', '품목 : 노트북']"
레노버 싱크패드 ThinkPad L15 20U7S01400,"699,000원","['화면크기 : 15인치(37~39cm)', '무게 : 1.98kg', '종류 : 라이젠3-1세대', '운영체제 : 미포함(FreeDos)', '칩셋 제조사 : AMD', '코어종류 : 쿼드코어', '코드명 : 르누아르', 'CPU속도 : 2.5GHz', '터보부스트 : 3.7GHz', '램 : 8GB', '메모리 타입 : DDR4', 'AMD GPU : 라데온 Graphics', '그래픽 메모리 : 시스템 메모리 공유', '해상도 : 1920x1080(FHD)', '화면비율 : 16대9', '화면펼침 : 180˚', '밝기 : 250nit', '패널코팅 : 안티글레어', '무선랜 : 무선랜 802.11 ax(Wi-Fi6)', '블루투스 : 블루투스5.0', '영상출력 : HDMI', '단자 : USB Type C', 'USB3.0', '부가기능 : 키보드라이트', '웹캠', '고속충전', '180˚화면펼침', 'SSD : 256GB', 'SSD 인터페이스 : M.2', '사용시간 : 최대11시간', '무상AS : 1년', '품목 : 노트북', '두께 : 2.1cm', '보안기능 : 충격보호']"
